gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,gene_type,m6A_ESC_mm,m6A_ESC_mm_num,m6A_ESC_mm_bin
BSG,5651.294868490606,-0.653079418911336,0.0730319810493383,-8.942375785618278,3.8089183129807233e-19,9.220356319546052e-18,down,protein_coding,non-m6A,0,0 m6A
VPS54,4014.643774033454,0.5688120119853207,0.0640191357135458,8.885031102738944,6.390288900701344e-19,1.5318967178879614e-17,up,protein_coding,m6A,11,5+ m6A
PURB,2375.937505479038,-0.7917880733308388,0.0901108661246075,-8.786821250124646,1.538512883875133e-18,3.583781224379757e-17,down,protein_coding,m6A,18,5+ m6A
CDC34,2972.4200451748147,0.9910587919354958,0.1130981850834459,8.762817822445815,1.9042927727824447e-18,4.4120370354921954e-17,up,protein_coding,m6A,3,2-4 m6A
P4HB,7174.086672835594,-0.7137047283312532,0.0816122139358304,-8.745072507068867,2.2287247953713544e-18,5.1361705817598e-17,down,protein_coding,m6A,11,5+ m6A
RNF167,538.7923619189474,-1.1997449273093186,0.1372237559925133,-8.742982719222276,2.27035421643432e-18,5.2181917921344117e-17,down,protein_coding,non-m6A,0,0 m6A
TMEM248,1839.242209697236,0.8198278905000428,0.0941583954700059,8.706901667214558,3.1229379884404792e-18,7.111575782899242e-17,up,protein_coding,m6A,4,2-4 m6A
PRDM4,1178.4444786205554,0.8997023648365877,0.1036836225184134,8.677381663404045,4.0498424559556106e-18,9.102402731955365e-17,up,protein_coding,m6A,10,5+ m6A
RPF1,885.6248228104041,-1.0058392301916683,0.116687221473057,-8.61996041635044,6.697726177751828e-18,1.489877725305825e-16,down,protein_coding,non-m6A,0,0 m6A
AAMP,1608.923018187435,-0.7565461611025196,0.0878637244329928,-8.610449488508555,7.277466065400433e-18,1.6105470355234455e-16,down,protein_coding,m6A,1,1 m6A
ANKRD40,2120.095183505736,1.019074979146927,0.1184711486404716,8.60188316599806,7.841860194636703e-18,1.733231606190547e-16,up,protein_coding,m6A,16,5+ m6A
PLAA,3234.5568662756345,0.6854561052992686,0.0800217598995153,8.565871409976578,1.0726153579884894e-17,2.3526756151615553e-16,up,protein_coding,m6A,8,5+ m6A
YBX1,29644.22843469823,-0.7953883188993284,0.0928896061438878,-8.56272678847681,1.102289292649276e-17,2.414698115861861e-16,down,protein_coding,m6A,2,2-4 m6A
TCAF1,189.9727359471791,-1.9638770377475487,0.2298047435677522,-8.545850739449808,1.275928361865532e-17,2.777474282932475e-16,down,protein_coding,m6A,4,2-4 m6A
SEC31A,2703.700381293161,-0.6219255307081023,0.0728250871627614,-8.5399902003292,1.342332193440072e-17,2.9183483813104664e-16,down,protein_coding,m6A,3,2-4 m6A
LARP1,5445.91476883902,0.7424450727217966,0.0876790655910828,8.467757585196084,2.5016226346360305e-17,5.338030323092489e-16,up,protein_coding,m6A,16,5+ m6A
WDR6,2125.671849609066,-0.7310952872397402,0.0867366328789804,-8.428910172934692,3.4889927172049684e-17,7.336222642843148e-16,down,protein_coding,m6A,12,5+ m6A
ENO1,4269.584719959237,-0.8447303095646959,0.1002551214338461,-8.425807055872907,3.582721359562914e-17,7.515018929452111e-16,down,protein_coding,non-m6A,0,0 m6A
MYL6,1980.771822058564,-0.8035375431583983,0.0954268901380307,-8.420451950138133,3.7503471310748986e-17,7.84757866991508e-16,down,protein_coding,non-m6A,0,0 m6A
RABGAP1,1512.6461611010743,-0.7655128580730646,0.0914757236575367,-8.368481029338035,5.836569805857029e-17,1.196669899459465e-15,down,protein_coding,m6A,1,1 m6A
SELENOF,2842.2354502495955,-0.8303223682973435,0.0993086988401326,-8.361023535652178,6.217643987587565e-17,1.271784126407852e-15,down,protein_coding,non-m6A,0,0 m6A
G6PC3,192.38390168505163,1.8617000134883008,0.2227943501442894,8.356136555000601,6.480568831887206e-17,1.3224339042542913e-15,up,protein_coding,m6A,1,1 m6A
RPL24,7768.094599663309,-1.04154349448467,0.1246814828242332,-8.353634163566706,6.619414823523932e-17,1.3475849918702902e-15,down,protein_coding,non-m6A,0,0 m6A
PSMD7,5453.18267725338,0.8853252519340231,0.1063409830215394,8.325343877578225,8.408428805257264e-17,1.7037665119585759e-15,up,protein_coding,m6A,15,5+ m6A
FBXL5,1818.672605200924,0.8585857412024823,0.10312860416246,8.32538894689139,8.405230124046055e-17,1.7037665119585759e-15,up,protein_coding,m6A,15,5+ m6A
EIF4B,11240.07454142124,-0.4876910764484746,0.0588814497533045,-8.282592879281218,1.2052189249582144e-16,2.3943682642503197e-15,down,protein_coding,m6A,5,5+ m6A
KBTBD2,1079.8408852827688,0.9551749517618208,0.1153267845705869,8.28233402429768,1.2078423549681515e-16,2.3968251737393257e-15,up,protein_coding,m6A,26,5+ m6A
RPS8,5933.0297229696735,-0.473104509209845,0.0572406585811051,-8.2651828427078,1.394807933876516e-16,2.7551840376139088e-15,down,protein_coding,non-m6A,0,0 m6A
PRPF6,4047.2566475633566,-0.7149685829817124,0.0868713197413194,-8.230202846125808,1.8689668190761441e-16,3.645961907552153e-15,down,protein_coding,m6A,2,2-4 m6A
NOP53,3281.058202038602,-0.7790173490378913,0.0948248574686,-8.215328446930195,2.115843332257021e-16,4.10901529828431e-15,down,protein_coding,m6A,2,2-4 m6A
YWHAE,15843.884513963763,-0.4905422855458505,0.0597527841322592,-8.209530194610924,2.2205562075118314e-16,4.307530133629011e-15,down,protein_coding,m6A,1,1 m6A
RPL36A,11792.852208909464,-0.8467057565930125,0.103931045199304,-8.146803055519372,3.7367151756288566e-16,7.1602422500631e-15,down,protein_coding,non-m6A,0,0 m6A
HSPD1,16223.704087768872,0.6746129095735295,0.0828171494436631,8.145811756445912,3.767458461799602e-16,7.211157481034809e-15,up,protein_coding,m6A,2,2-4 m6A
ALDOA,14912.84691148132,-0.5134199783751793,0.0630825258475877,-8.1388620933734,3.99010142295448e-16,7.612021301804111e-15,down,protein_coding,non-m6A,0,0 m6A
ABHD4,881.9406559499505,-0.988323667302226,0.1222529845153461,-8.084249813779916,6.254800540107369e-16,1.1725376630717548e-14,down,protein_coding,m6A,3,2-4 m6A
NTMT1,313.9911064735269,1.3084284516885931,0.1623510527657773,8.059254494495041,7.676114029217936e-16,1.426601665387127e-14,up,protein_coding,m6A,7,5+ m6A
XRCC5,2662.047509548577,-0.6892818119677042,0.0858666118364875,-8.027355420524534,9.959623380466616e-16,1.8371625454427432e-14,down,protein_coding,non-m6A,0,0 m6A
UBE2J1,392.3889561356697,1.2248581372897325,0.1532734154492965,7.991328004920201,1.3349286131359213e-15,2.426173096681521e-14,up,protein_coding,m6A,2,2-4 m6A
RAB35,1172.7273985599804,0.7601245443517259,0.0951247194793692,7.990820351555228,1.3404376843179564e-15,2.4336265688814663e-14,up,protein_coding,m6A,15,5+ m6A
RPS24,13101.10944356253,-0.7398743153593008,0.0928357438093541,-7.969713873125138,1.590421635894954e-15,2.8693995359925243e-14,down,protein_coding,non-m6A,0,0 m6A
MTCH2,3064.9646161642386,-0.5616555149720052,0.0705887108338856,-7.956732859079019,1.7664152746831454e-15,3.1736716847841464e-14,down,protein_coding,non-m6A,0,0 m6A
HADHA,3012.242986060397,-0.6044461030949929,0.076020867460221,-7.951055062759935,1.849297223377896e-15,3.3191332511800165e-14,down,protein_coding,m6A,3,2-4 m6A
NT5C2,1040.5624421115656,0.8551807703344712,0.10759961350605,7.947805224099498,1.8984482611377897e-15,3.4038153262972574e-14,up,protein_coding,non-m6A,0,0 m6A
H1FX,474.0457766982579,1.291899061802806,0.1631164222242327,7.920104206471983,2.373116092458923e-15,4.202555178489757e-14,up,protein_coding,non-m6A,0,0 m6A
RNF181,1535.0635727253004,-0.7225223201269861,0.0912431998852425,-7.91864293487854,2.401168057049084e-15,4.2478801123885734e-14,down,protein_coding,m6A,1,1 m6A
PRPF19,1779.3632560679764,-0.7261643626528352,0.0921060984379157,-7.883998725038898,3.170675218453468e-15,5.5523759347264186e-14,down,protein_coding,non-m6A,0,0 m6A
ARIH2,5065.325510621762,0.5409190510064471,0.0688257460684031,7.8592544491831475,3.864265479451467e-15,6.739653334696182e-14,up,protein_coding,m6A,5,5+ m6A
RPL28,4903.633413043466,-0.8224081166068916,0.1047278831944668,-7.852809505180015,4.0681934526857705e-15,7.066799561429234e-14,down,protein_coding,non-m6A,0,0 m6A
GUK1,277.2026835442732,1.4048161203144658,0.1789445137000638,7.850568264244943,4.1415636825858674e-15,7.187026776085756e-14,up,protein_coding,m6A,2,2-4 m6A
DHX30,2157.391675544065,0.6726952942631842,0.0858827407987311,7.83271805262557,4.774341683096915e-15,8.227290294182162e-14,up,protein_coding,m6A,5,5+ m6A
TRIM28,10879.33927676744,-0.5342195846689808,0.068440828562466,-7.80556863336916,5.923385756514206e-15,1.0126587479286996e-13,down,protein_coding,non-m6A,0,0 m6A
SSR3,3361.8090922800534,-0.7142508539136142,0.09179707073716,-7.78075866885457,7.209090190559002e-15,1.2215874005257038e-13,down,protein_coding,m6A,1,1 m6A
MRPL49,736.8540350097104,-0.9183564720027626,0.1181535607584478,-7.772567039940869,7.691127502913713e-15,1.2981782007847718e-13,down,protein_coding,m6A,5,5+ m6A
HSP90B1,20391.916056428254,-0.79284839222342,0.1024324113639641,-7.740210170453385,9.92526084890492e-15,1.652680236150989e-13,down,protein_coding,m6A,2,2-4 m6A
MRPL12,1495.608031696911,0.7402790143220933,0.0958215605592915,7.72559964585455,1.1132801355043124e-14,1.843097113223806e-13,up,protein_coding,m6A,6,5+ m6A
RPL32,9777.667937944338,-0.5955593051937461,0.077991640218567,-7.636194129585242,2.2373689421897796e-14,3.603978079851645e-13,down,protein_coding,non-m6A,0,0 m6A
SEL1L,1728.3217557194987,0.621674541247394,0.0816636199191337,7.612625326467266,2.6858354396805077e-14,4.29833145735536e-13,up,protein_coding,m6A,16,5+ m6A
ROCK2,2768.3841317280976,0.6023312833732307,0.0792043674649462,7.604773608473128,2.8540305460306535e-14,4.559063212346933e-13,up,protein_coding,m6A,4,2-4 m6A
CTNNBL1,955.8071941246702,-0.9745057831188412,0.1287840513976047,-7.566975666188476,3.820134238978292e-14,6.013406210063824e-13,down,protein_coding,m6A,1,1 m6A
ARHGAP1,1506.8201682521872,-0.7251893053492631,0.0959903940402234,-7.554811214186519,4.1946782616704583e-14,6.579021694619981e-13,down,protein_coding,non-m6A,0,0 m6A
MRPL15,2231.6694403752117,0.847081547925168,0.1124709429277716,7.531559048715009,5.0138028437552445e-14,7.793036722254106e-13,up,protein_coding,m6A,7,5+ m6A
SNX3,1634.8940851211166,-0.6882499821122228,0.0914424150670806,-7.526594541573887,5.208077413720606e-14,8.087727764487599e-13,down,protein_coding,m6A,1,1 m6A
PRCC,1389.683397179786,0.7482903977734511,0.0995251810663992,7.5186037317954915,5.5364310085350115e-14,8.582212874575706e-13,up,protein_coding,m6A,11,5+ m6A
ASNSD1,1859.6837774207092,1.1865890121932228,0.1581132356693462,7.504678575262812,6.157951157826197e-14,9.486098735460605e-13,up,protein_coding,non-m6A,0,0 m6A
PDS5A,3601.9237607864006,0.5309850565378454,0.0709502113197272,7.483910853274779,7.21429012054697e-14,1.1054236741448033e-12,up,protein_coding,m6A,5,5+ m6A
IGSF8,483.5429612794186,1.0164225654051446,0.1364273902890339,7.450282258216333,9.314074442251844e-14,1.4133842200165137e-12,up,protein_coding,m6A,4,2-4 m6A
INO80,1480.5479964063577,0.6367053192073387,0.0856213799911642,7.436288918410849,1.0355322245341021e-13,1.5563599103345585e-12,up,protein_coding,m6A,6,5+ m6A
NACA,9796.542585331745,-0.68457812036587,0.0924364146303967,-7.405935454151133,1.3022916730180642e-13,1.943765913337152e-12,down,protein_coding,non-m6A,0,0 m6A
AP2M1,1916.0218948563945,-0.7523075609845212,0.1020776288594934,-7.369955291771602,1.7068526814468678e-13,2.525791245387642e-12,down,protein_coding,m6A,1,1 m6A
ANKLE2,1434.828759754297,0.6772991127219918,0.0919375188573833,7.366950088925523,1.7457580579478048e-13,2.5811533168152147e-12,up,protein_coding,m6A,14,5+ m6A
DCTN2,1524.3393227991264,-0.6238896173131475,0.0847937864583676,-7.357728005453167,1.8706671545320808e-13,2.7540554598749988e-12,down,protein_coding,non-m6A,0,0 m6A
RAF1,1424.2969823804756,0.678788179579507,0.0923693354102385,7.348631194160005,2.002468609709051e-13,2.9355952035802576e-12,up,protein_coding,m6A,6,5+ m6A
PRPS1,1660.447943717893,0.6561930106438765,0.0896868385521989,7.316491708668752,2.545377425190554e-13,3.693896172711464e-12,up,protein_coding,non-m6A,0,0 m6A
SMYD5,1533.8788862541423,0.713493833052088,0.0975990623553109,7.310457865410659,2.6623362454814324e-13,3.857151690435966e-12,up,protein_coding,m6A,9,5+ m6A
