gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,gene_type,m6A_ESC_mm,m6A_ESC_mm_num,m6A_ESC_mm_bin
USP10,4051.89234877169,1.3725479569869037,0.066661234748589,20.58989699430905,3.3808687399902353e-94,2.0869619750711157e-91,up,protein_coding,m6A,17,5+ m6A
TXNL4A,863.3768475679547,2.336046056215857,0.1139241210071613,20.50528049339973,1.93152813310393e-93,1.1511907673299423e-90,up,protein_coding,m6A,4,2-4 m6A
GRIN1,342.7305880660234,4.969741636448825,0.2452960638044177,20.26017686289233,2.889230150173789e-91,1.6645817971867923e-88,up,protein_coding,non-m6A,0,0 m6A
LTBP4,939.2745948647508,-2.636120498595249,0.1302770397764817,-20.23472826154233,4.8428832312132323e-91,2.6157623052590473e-88,down,protein_coding,m6A,2,2-4 m6A
KLF2,3821.1316258144966,1.4919272899987646,0.0741005213512847,20.133829867755683,3.7301972825793173e-90,1.95371908582124e-87,up,protein_coding,m6A,10,5+ m6A
LMO7,1315.3778415733725,-2.004461596699678,0.1012525280807299,-19.796657275574344,3.1811521728182527e-87,1.5273065043052965e-84,down,protein_coding,m6A,4,2-4 m6A
POF1B,280.06479674220213,4.188823983660202,0.2123095087950824,19.72979923241773,1.1964453758206506e-86,5.589016723157872e-84,up,protein_coding,non-m6A,0,0 m6A
FSCN1,2301.6623315267348,1.691711941031783,0.0863090846160763,19.600624297626677,1.5273855974928486e-85,6.947192807122736e-83,up,protein_coding,m6A,2,2-4 m6A
GM28438,844.4960454334986,-6.490423146600081,0.3344603632684766,-19.405657170174496,6.91289595445235e-84,3.063653684019344e-81,down,unprocessed_pseudogene,non-m6A,0,0 m6A
PEG3,1882.6622840515008,1.724742021638192,0.0891979518591762,19.33611686915387,2.6682742782240527e-83,1.152961315620613e-80,up,protein_coding,m6A,13,5+ m6A
BEX1,1458.4649157540327,-2.01295877659814,0.1044128346131928,-19.27884425372929,8.086309727709179e-83,3.4088726178957424e-80,down,protein_coding,non-m6A,0,0 m6A
PPFIBP1,1851.8979777278937,1.5365829273578588,0.0805244159079006,19.082198983167004,3.550038995628586e-81,1.4609255714391546e-78,up,protein_coding,m6A,1,1 m6A
LLGL2,1775.6959448697762,-1.5757757019028051,0.0829237341081356,-19.00271036815509,1.6196068288758922e-80,6.510066146579284e-78,down,protein_coding,m6A,1,1 m6A
RBM26,5925.537477667273,-1.489321012799283,0.0791563770890395,-18.81492139444445,5.699292454475297e-79,2.2387856996170688e-76,down,protein_coding,m6A,12,5+ m6A
SLC25A4,2737.969440464767,1.5041815717761045,0.0803342676284252,18.724034166010988,3.153389631493772e-78,1.2111819197941856e-75,up,protein_coding,m6A,2,2-4 m6A
GM42047,859.0481834606741,-2.5543236820727624,0.1365597494043673,-18.70480645441981,4.5237218204758235e-78,1.6997393031544382e-75,down,lncRNA,non-m6A,0,0 m6A
SEMA4D,1348.1051125672602,1.8397316896722835,0.0984136894689877,18.693859559568917,5.55454667801059e-78,2.0426549953773415e-75,up,protein_coding,m6A,7,5+ m6A
DMGDH,853.1089850996685,-2.7821508261803167,0.148957782842845,-18.67744520013144,7.554952542559539e-78,2.7204124946999806e-75,down,protein_coding,m6A,2,2-4 m6A
PROS1,684.5531351531808,-2.6312009347735903,0.1413230927548035,-18.618336773443964,2.2819206040583278e-77,8.049125657253906e-75,down,protein_coding,m6A,4,2-4 m6A
DNAH8,1136.9276659643638,-2.62626896915826,0.1420368029566503,-18.49005972036556,2.4827934355564768e-76,8.582520348031631e-74,down,protein_coding,m6A,1,1 m6A
TUG1,1558.5820729075565,-2.1051875762634102,0.11452212789765,-18.382365180507684,1.818635039742975e-75,6.163389809199525e-73,down,lncRNA,m6A,38,5+ m6A
KLHDC7A,494.4640745321154,-3.011833142976091,0.1643223550830819,-18.328809500407285,4.874574490801961e-75,1.620233567288867e-72,down,protein_coding,m6A,7,5+ m6A
UPP1,1981.5111890073736,-1.4764993815638838,0.0807119827314262,-18.29343464993321,9.334400416315346e-75,3.0440712602942345e-72,down,protein_coding,non-m6A,0,0 m6A
YTHDF2,2832.2021217160213,1.5569438626323548,0.0854318205363443,18.224402252671197,3.3046704980607506e-74,1.0455418217660577e-71,up,protein_coding,m6A,17,5+ m6A
LAPTM5,1652.7258091317335,-1.8748464912581315,0.1028776943409847,-18.22403294774486,3.327053934108607e-74,1.0455418217660577e-71,down,protein_coding,non-m6A,0,0 m6A
DUSP9,962.367461987356,-2.212808026163908,0.1222606457703763,-18.099103045144147,3.2389939645438894e-73,9.821538891785364e-71,down,protein_coding,m6A,1,1 m6A
SPTBN2,626.3891369703855,2.8629318184705546,0.1582194769183658,18.09468640796796,3.5093568309700053e-73,1.0457883356290616e-70,up,protein_coding,non-m6A,0,0 m6A
CBS,556.0001917983243,-2.9877635400024176,0.1655994553804266,-18.04210969860208,9.100251117385326e-73,2.665910852760813e-70,down,protein_coding,m6A,4,2-4 m6A
ABCC5,2019.661886691506,-1.5554935654120243,0.0867307348263225,-17.93474445393418,6.315336542468396e-72,1.8192379466670618e-69,down,protein_coding,m6A,5,5+ m6A
POP1,1395.1688352959802,1.7484624867673364,0.0976400852154048,17.907219999962464,1.035814075951749e-71,2.934919752254104e-69,up,protein_coding,m6A,6,5+ m6A
ALDH2,3853.0418126674926,-1.378606071006431,0.077148059202023,-17.86961441760132,2.0339532318472024e-71,5.670136719233393e-69,down,protein_coding,non-m6A,0,0 m6A
PDZRN4,288.375902389339,3.783750716576256,0.2134556513727363,17.726167905337253,2.633862265164578e-70,7.204072552643534e-68,up,protein_coding,m6A,1,1 m6A
ARL14EPL,737.4058329905658,-2.328641395812302,0.1313727436411656,-17.725453022225093,2.66755752932878e-70,7.204072552643534e-68,down,protein_coding,non-m6A,0,0 m6A
LAMA3,828.5259673620193,-2.6259933174300083,0.1482902821510796,-17.708465310994693,3.607758558881863e-70,9.593307527956015e-68,down,protein_coding,non-m6A,0,0 m6A
LRRC15,244.87377886355657,4.013322976392846,0.2276057142953468,17.63278654412454,1.3799517250904123e-69,3.6138008509791957e-67,up,protein_coding,m6A,2,2-4 m6A
YWHAH,4386.789643286515,1.1957608854311454,0.0685068076262851,17.454628625438218,3.174353801578494e-68,8.188885239773538e-66,up,protein_coding,m6A,4,2-4 m6A
LAMA1,778.8123489185556,-2.272202548749559,0.1305689648042214,-17.402317251703423,7.923186749982417e-68,2.0138876439220016e-65,down,protein_coding,non-m6A,0,0 m6A
SH3BP4,1364.3327856572994,1.6035184749128677,0.0923072730483027,17.37152904596993,1.3556483252609951e-67,3.395800819392905e-65,up,protein_coding,m6A,25,5+ m6A
TASOR2,1234.3836340879727,1.8253536178340524,0.1050874425372666,17.36985479674925,1.3957870241317198e-67,3.446397560727521e-65,up,protein_coding,m6A,16,5+ m6A
ZIC3,1168.3901228628713,-2.161961922801498,0.1247023942931696,-17.336972036950822,2.474328542349121e-67,6.02342176422003e-65,down,protein_coding,m6A,4,2-4 m6A
UTY,225.88065761453944,6.010676839474494,0.3509881404227768,17.125014059547524,9.6586127305316e-66,2.3186036449237245e-63,up,protein_coding,non-m6A,0,0 m6A
RRAGD,993.3312316993974,1.7054328911763046,0.0997618018954425,17.09504899444098,1.6156020843411966e-65,3.8252145788703066e-63,up,protein_coding,m6A,2,2-4 m6A
EIF2B5,5738.3913844405215,-1.2998400740761342,0.0761470186911639,-17.07013743174908,2.4761631870969672e-65,5.783514125105944e-63,down,protein_coding,non-m6A,0,0 m6A
BMERB1,359.1920239883794,-3.71755690246865,0.2213346100108855,-16.79609394249646,2.606539377121769e-63,6.006856879223021e-61,down,protein_coding,non-m6A,0,0 m6A
PNMA5,494.5607933635144,-2.9592357392458237,0.1780903607128217,-16.616484617141722,5.294767614040517e-62,1.1885034213126794e-59,down,protein_coding,m6A,3,2-4 m6A
HS6ST1,3992.431506064342,1.2696566752006349,0.076485962367776,16.599865333400675,6.98474582967144e-62,1.5477480374364254e-59,up,protein_coding,m6A,25,5+ m6A
NLRP4F,786.4671485830455,-1.967134039775084,0.1193769867735586,-16.47833550620993,5.2510750188903276e-61,1.1488554509683601e-58,down,protein_coding,m6A,4,2-4 m6A
KLF12,258.9927227163986,-4.248360908506438,0.258098013384148,-16.460261947786712,7.079343068485259e-61,1.5294920699462405e-58,down,protein_coding,m6A,2,2-4 m6A
PDPN,785.1320706051051,2.1485962147940105,0.1307936447397189,16.427374732692446,1.2181981767501216e-60,2.599424356413469e-58,up,protein_coding,m6A,6,5+ m6A
TFAP2C,925.048981447586,1.9229269816034924,0.1177992082492032,16.32376830186801,6.687686227081293e-60,1.4096337652301593e-57,up,protein_coding,m6A,7,5+ m6A
CDX1,634.0639307306953,-2.4526933026053643,0.1502930489367248,-16.319406119959535,7.183099578002042e-60,1.495815579592618e-57,down,protein_coding,m6A,4,2-4 m6A
PYGB,2963.6766454219464,1.2241673523297676,0.0750810564080553,16.304610122646437,9.152103859202624e-60,1.883154322648311e-57,up,protein_coding,m6A,9,5+ m6A
GLDC,1514.865647302765,1.6571164227713997,0.101978596054093,16.249649307707738,2.246457549101356e-59,4.5679732092550395e-57,up,protein_coding,m6A,1,1 m6A
HEBP1,563.1435504112302,-2.702278868457919,0.1676365950792945,-16.119862534667345,1.850203678479972e-58,3.718479113819516e-56,down,protein_coding,m6A,3,2-4 m6A
BCAM,1507.5498278131402,-1.9063729351583605,0.1183457413374183,-16.108504738865552,2.223353945216804e-58,4.417063171164049e-56,down,protein_coding,non-m6A,0,0 m6A
GPT2,1767.9530544896895,1.5743750694572511,0.0978033747833681,16.097349124653928,2.662704694741337e-58,5.229794084535144e-56,up,protein_coding,m6A,4,2-4 m6A
TRPS1,1564.3597449540755,1.6025622299813345,0.0996036479391935,16.089392940303487,3.027916823366181e-58,5.880282514051806e-56,up,protein_coding,m6A,11,5+ m6A
DIS3,3376.8579110222518,-1.366217156796489,0.0851109288458883,-16.052194181434906,5.517834791139858e-58,1.0480247970336406e-55,down,protein_coding,m6A,4,2-4 m6A
PSRC1,1912.4757687064675,-1.4379225482455895,0.0896244301826881,-16.043868232295196,6.309872614028255e-58,1.1854330245746126e-55,down,protein_coding,m6A,6,5+ m6A
SLIT2,717.6814469461768,2.3022964703295288,0.1435252744912853,16.04105254973278,6.60257774741803e-58,1.2270855245846582e-55,up,protein_coding,m6A,10,5+ m6A
ADAM23,397.67214719881787,-3.4339488054758256,0.2141384219104786,-16.03611708183504,7.148649361525516e-58,1.3144388889851811e-55,down,protein_coding,m6A,2,2-4 m6A
TOR1AIP2,3950.296432680764,1.2578134119452904,0.0786043762510495,16.00182422322186,1.240852989939322e-57,2.2575687450643413e-55,up,protein_coding,m6A,24,5+ m6A
CYP2S1,413.2811507269377,2.895452839960664,0.1826724837445161,15.85051443221309,1.394347535525675e-56,2.5104065420860165e-54,up,protein_coding,m6A,2,2-4 m6A
MT-RNR2,84195.37121952735,0.9377482745579389,0.0593684903704924,15.795386891360495,3.347332246797605e-56,5.964462943675238e-54,up,Mt_rRNA,non-m6A,0,0 m6A
ATP6V1A,3445.836013828444,-1.1474969791561718,0.0726647071299001,-15.791668672177154,3.5506158175186297e-56,6.262126917346123e-54,down,protein_coding,m6A,1,1 m6A
ADNP2,1483.3061310020014,1.4345182605919504,0.0909881049265062,15.765997783453706,5.332348901908609e-56,9.309527113190747e-54,up,protein_coding,m6A,21,5+ m6A
TSC22D1,3670.16629401038,-1.1490455912880309,0.0731435803348636,-15.709452367897592,1.3029976456324944e-55,2.252101130711204e-53,down,protein_coding,m6A,27,5+ m6A
ZFP951,353.3153369747016,3.032451912315358,0.1931616752619317,15.699035060672792,1.5356004738810614e-55,2.6278533257980463e-53,up,protein_coding,non-m6A,0,0 m6A
MID1,271.24739904372905,-4.868092895561018,0.3105199880259869,-15.677228788098544,2.164956105587176e-55,3.668539345977328e-53,down,protein_coding,m6A,4,2-4 m6A
B230354K17RIK,682.630179835616,-1.947740381196953,0.1247139057153922,-15.61766805412912,5.518739847811936e-55,9.260766944619565e-53,down,lncRNA,m6A,20,5+ m6A
GLIPR2,338.25117851264207,2.764610150432318,0.1770788095748282,15.61231497472924,6.0019108641837845e-55,9.974714170822358e-53,up,protein_coding,m6A,4,2-4 m6A
TBC1D13,2011.7152198396948,-1.2066271870009322,0.0774426662028348,-15.580909673752457,9.814801204032488e-55,1.615609752480929e-52,down,protein_coding,m6A,3,2-4 m6A
C78283,374.9018301769447,-3.813946623063906,0.2453581726402075,-15.544404256126674,1.7362966742695737e-54,2.831146388497671e-52,down,lncRNA,m6A,13,5+ m6A
MAP1A,909.367674295334,1.7419414273373277,0.1121566993543613,15.531318569153225,2.1295558393864335e-54,3.439929264294871e-52,up,protein_coding,m6A,13,5+ m6A
CSRP2,2667.6638871732216,-1.484643617857636,0.0957445754706518,-15.50629485335926,3.1451167018979536e-54,5.0333515810744655e-52,down,protein_coding,non-m6A,0,0 m6A
TBX3,4277.037073065415,-1.0317891797564709,0.0673158601967827,-15.327579217442484,5.002862970566235e-53,7.932980145253836e-51,down,protein_coding,m6A,18,5+ m6A
JUP,1650.6682953043091,-1.2980907839674785,0.0847583565720352,-15.315195297165117,6.052980004844704e-53,9.510882400339625e-51,down,protein_coding,m6A,2,2-4 m6A
BEX4,733.7018510896639,-1.9108146332369895,0.1249422775314676,-15.293579331109417,8.438211875464886e-53,1.3139284149147305e-50,down,protein_coding,non-m6A,0,0 m6A
TACC1,1650.9831750407511,-1.3879127678605443,0.0908486917213349,-15.27719047532092,1.0851937067900453e-52,1.674686431085638e-50,down,protein_coding,m6A,6,5+ m6A
NINL,1486.6817717417434,1.7916046244184791,0.1174598472592109,15.252911239231892,1.5745341027878925e-52,2.408340480759817e-50,up,protein_coding,m6A,11,5+ m6A
SLC15A1,439.6736447387596,-2.837591933111195,0.1861259205548327,-15.24554948957386,1.762439860980303e-52,2.672106189226628e-50,down,protein_coding,m6A,1,1 m6A
PALM3,609.9846901509048,-2.601543550276853,0.1709478523570506,-15.2183459131334,2.672016602719805e-52,4.015924779252966e-50,down,protein_coding,m6A,1,1 m6A
EPS8,588.6122337258867,-2.080493872758931,0.1370635582234069,-15.179044668954434,4.8682036912409844e-52,7.2536234999490675e-50,down,protein_coding,m6A,1,1 m6A
NOTCH2,1406.1833380486728,1.550663270882026,0.1022430617147479,15.166440097502988,5.899069374252428e-52,8.714488467058031e-50,up,protein_coding,m6A,11,5+ m6A
FADS2,1696.7013655779108,1.4607929980492789,0.0964055707202824,15.152578706138476,7.285113923729283e-52,1.067083975065567e-49,up,protein_coding,non-m6A,0,0 m6A
TCEA3,618.4776500605237,-2.251667357879267,0.1486215232322184,-15.150345043638648,7.536986960955069e-52,1.0946998540600624e-49,down,protein_coding,non-m6A,0,0 m6A
PODXL,391.9451389534331,3.23489076266474,0.214507259153529,15.080565456991993,2.1739907088318012e-51,3.131271284287404e-49,up,protein_coding,m6A,5,5+ m6A
MYCN,1360.8992923611695,1.5709468041078372,0.1043135113964107,15.059859294142129,2.9741935442694745e-51,4.248426547037488e-49,up,protein_coding,m6A,13,5+ m6A
UBXN2A,3083.4954576224804,-1.2242655190761256,0.0813122362761562,-15.056350374108762,3.1362932980375726e-51,4.4432535543673285e-49,down,protein_coding,m6A,3,2-4 m6A
ZFP280B,1373.7181591312346,1.4290799715578495,0.0950330740396359,15.037711722992524,4.1567186276623775e-51,5.841034533375329e-49,up,protein_coding,m6A,27,5+ m6A
RRM2B,549.771565484312,2.069211939895487,0.1376653206906478,15.030742161602769,4.618026756018993e-51,6.436933423470345e-49,up,protein_coding,non-m6A,0,0 m6A
ZSWIM1,976.3619172596508,1.5093901650693773,0.1005657857046797,15.008982970628145,6.412336350962316e-51,8.866465719202613e-49,up,protein_coding,m6A,11,5+ m6A
PHF11D,1898.9162163384271,-1.3168069188149412,0.0880121076027547,-14.961656466157914,1.3073106260706178e-50,1.7932981635717903e-48,down,protein_coding,non-m6A,0,0 m6A
PTK7,1801.274759907638,-1.3230488337431987,0.0885446760157477,-14.942161327778685,1.7519930878324768e-50,2.3843660259918525e-48,down,protein_coding,m6A,4,2-4 m6A
SLC6A8,2302.697033089932,-1.1773640840841553,0.0790147932169494,-14.900552619956729,3.2686480563010865e-50,4.413696328524061e-48,down,protein_coding,m6A,6,5+ m6A
ATP10A,166.94447073191685,5.251552828675891,0.3534131705985399,14.859527786646634,6.034906189607073e-50,8.085838649702997e-48,up,protein_coding,m6A,4,2-4 m6A
PIBF1,849.256434150067,-1.8131824750040864,0.1220279478671602,-14.858747579512835,6.105594957550685e-50,8.117623326638926e-48,down,protein_coding,non-m6A,0,0 m6A
ACP6,1312.4457865779932,-1.410943291197729,0.0950979826883687,-14.836732087381057,8.478685709079838e-50,1.1186687312651598e-47,down,protein_coding,m6A,1,1 m6A
PCK2,1113.608802292724,1.4831205094729638,0.1000287278221501,14.826945636156992,9.809589999515003e-50,1.2844617693304344e-47,up,protein_coding,m6A,14,5+ m6A
DEPTOR,1412.2223044301927,-1.4305330144948836,0.0967240976114301,-14.789830557445631,1.7038218538084195e-49,2.214199768513137e-47,down,protein_coding,non-m6A,0,0 m6A
DYNLT1B,602.1603474444195,-2.154313316365037,0.1463946183978317,-14.71579583964368,5.104219266085292e-49,6.583681029478969e-47,down,protein_coding,non-m6A,0,0 m6A
HSPB1,701.3301206082637,-2.3440826743075256,0.1601212127094092,-14.63942618622061,1.5739091171694688e-48,2.015070013419044e-46,down,protein_coding,non-m6A,0,0 m6A
ZKSCAN17,1011.8330908341871,1.5513386353047909,0.1060781598366114,14.6244866775052,1.960438838868647e-48,2.4733010869347223e-46,up,protein_coding,m6A,9,5+ m6A
SERPINF1,157.101468615858,5.104781566035726,0.3494884409886765,14.606438918536714,2.5552964278910358e-48,3.200416192729613e-46,up,protein_coding,non-m6A,0,0 m6A
PNRC1,827.9954273495352,-1.7293632700940431,0.1184309012919915,-14.602297637086249,2.7153748250446168e-48,3.376441616983536e-46,down,protein_coding,m6A,15,5+ m6A
RIAN,1305.5795592770644,-1.9197625138536525,0.1315938621506332,-14.588541459905883,3.3222458998442267e-48,4.101549866636258e-46,down,lncRNA,m6A,10,5+ m6A
QARS,4685.566071670301,-1.1360146440350871,0.0779200514025521,-14.579233760591167,3.8076637945390706e-48,4.6674936897030725e-46,down,protein_coding,m6A,1,1 m6A
NID2,4946.205627101073,-0.8622140135791041,0.0592808803325298,-14.544554816706595,6.324092055406728e-48,7.643748747248244e-46,down,protein_coding,m6A,15,5+ m6A
SLC30A2,316.34056483556367,-2.867677024277356,0.1980387194491522,-14.480385614761818,1.6119033015780359e-47,1.934731712810748e-45,down,protein_coding,non-m6A,0,0 m6A
LRATD2,236.2714117860405,2.9473221720379428,0.2037051701884351,14.46856832014404,1.914149930340557e-47,2.2816667169659445e-45,up,protein_coding,m6A,3,2-4 m6A
PLA2G1B,199.13412585503403,-4.756975500463383,0.3292113444597266,-14.44960989503604,2.521096952004601e-47,2.9845643642772284e-45,down,protein_coding,non-m6A,0,0 m6A
TSPAN13,584.8717057817541,-2.2632368130228837,0.1567119680374188,-14.44201640351093,2.8148500646336957e-47,3.309650919532572e-45,down,protein_coding,non-m6A,0,0 m6A
HEXB,1580.650822141246,-1.4463280549320467,0.1002599342375184,-14.425783000272649,3.5620436428590337e-47,4.15988934616051e-45,down,protein_coding,non-m6A,0,0 m6A
APOE,10418.302449640169,-0.9076089082347856,0.0629739525671213,-14.41244945308782,4.321093210954575e-47,5.0124681247073073e-45,down,protein_coding,m6A,4,2-4 m6A
PLCB4,828.9033548851924,-1.8387255154077145,0.1276900853270447,-14.399908267727293,5.181224073140294e-47,5.970151792010457e-45,down,protein_coding,m6A,2,2-4 m6A
MT-ND3,210.91697436385567,5.914508814846147,0.4112164939418021,14.382956184834368,6.620513317868444e-47,7.578076303711138e-45,up,protein_coding,non-m6A,0,0 m6A
EDA2R,701.9784526425806,-1.8672452561275212,0.1302552926666509,-14.335273583900902,1.317264220006912e-46,1.497868077539439e-44,down,protein_coding,m6A,5,5+ m6A
PASK,960.593371687511,1.5820471288720572,0.1106134547590613,14.302483656423885,2.111376668901344e-46,2.38516564348306e-44,up,protein_coding,m6A,10,5+ m6A
LCLAT1,372.4080871666157,2.3118179414018614,0.1619341821364162,14.27628133172244,3.07581953236786e-46,3.4521081037302663e-44,up,protein_coding,m6A,2,2-4 m6A
CHST3,263.8651533945322,-3.472866906990515,0.243905774653158,-14.238559591010278,5.280424267476202e-46,5.888184067036044e-44,down,protein_coding,m6A,1,1 m6A
NUP62,6497.336071066806,1.1811101131482975,0.0829840653605047,14.232974824952755,5.71959731535779e-46,6.337020512733593e-44,up,protein_coding,m6A,24,5+ m6A
CHCHD4,1073.0459638022487,1.37430578858392,0.0965761871909663,14.23027589468216,5.9446781045111095e-46,6.544446901807007e-44,up,protein_coding,m6A,4,2-4 m6A
NKX1-2,194.07033968941423,-4.501279635168975,0.3175758373641855,-14.173873152720544,1.3296027928815851e-45,1.4544844729218554e-43,down,protein_coding,non-m6A,0,0 m6A
ACSL6,249.65803160798944,-3.307416425008596,0.2338791934257118,-14.141559052618955,2.1056712779987752e-45,2.288957381693763e-43,down,protein_coding,non-m6A,0,0 m6A
PCSK6,1518.333234778076,-1.2717410511024747,0.0899505616773103,-14.138222456739433,2.2079115778375948e-45,2.385096481959062e-43,down,protein_coding,m6A,13,5+ m6A
PEG10,623.3461114610126,-1.9118821803235144,0.1356434157322182,-14.094913269493851,4.081489875560393e-45,4.381644162061232e-43,down,protein_coding,m6A,12,5+ m6A
NUDT19,410.7635352239396,2.170539512198243,0.1540428815210506,14.090488900012096,4.345428038458082e-45,4.636196186216635e-43,up,protein_coding,m6A,5,5+ m6A
SLC16A1,2138.1635579093945,1.1987267811707831,0.0852232045839899,14.065732296999023,6.168105041018931e-45,6.540461811593325e-43,up,protein_coding,m6A,12,5+ m6A
MAP1B,2986.7872073459,1.1785985196705282,0.0844570101744924,13.955011161719847,2.932558144976265e-44,3.090630181571327e-42,up,protein_coding,m6A,23,5+ m6A
NES,523.1294037772616,2.191359948864999,0.1573993214292179,13.922296036393316,4.637629940069557e-44,4.8287226436242295e-42,up,protein_coding,m6A,4,2-4 m6A
UCHL3,1449.2768775241552,-1.379171011068044,0.0991779577460349,-13.90602349969424,5.822791795145727e-44,6.026415172892141e-42,down,protein_coding,m6A,1,1 m6A
TRIB3,416.4239084175061,2.052890050027225,0.1477999256158042,13.889655502016776,7.31864709181857e-44,7.52949382946382e-42,up,protein_coding,m6A,5,5+ m6A
TTI1,1668.6137176763038,1.1186611962404172,0.0806465687955393,13.871156739185304,9.473657616591333e-44,9.688917055926897e-42,up,protein_coding,m6A,17,5+ m6A
KYAT3,429.5842039924038,-2.236456444739407,0.161380615315375,-13.858271889525607,1.1337090823717612e-43,1.1526486929243248e-41,down,protein_coding,m6A,1,1 m6A
ARRDC4,656.5476700289796,1.7435118589208076,0.1258684379259799,13.851859033526123,1.2396180679270281e-43,1.2529566483070614e-41,up,protein_coding,m6A,4,2-4 m6A
