gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,gene_type,m6A_ESC_mm,m6A_ESC_mm_num,m6A_ESC_mm_bin
Jam2,6668.919911177502,-1.6547570555560425,0.07344157474599662,-22.531611846275737,2.0341812630038927e-112,1.528642997815621e-109,down,protein_coding,m6A,11,5+ m6A
Etl4,3705.051002590509,-1.4906974104180228,0.06619983750551245,-22.518143043687875,2.7568043258882427e-112,1.9853585820271826e-109,down,protein_coding,m6A,16,5+ m6A
Polr1b,2535.0391647879733,1.6683475164050254,0.07752508515359316,21.520099115011423,1.0094645819555526e-102,6.979034333807909e-100,up,protein_coding,m6A,13,5+ m6A
Cavin1,595.9288368975637,-3.488112454590929,0.16351736465158903,-21.33175557240142,5.760490682230002e-101,3.82939695967936e-98,down,protein_coding,m6A,2,2-4 m6A
Auts2,1440.8271982697063,2.3933220550829906,0.11415381523093987,20.965764922014735,1.3473776613820946e-97,8.625213147899304e-95,up,protein_coding,m6A,6,5+ m6A
Usp10,4051.8923487716906,1.3725479569869037,0.06666123474858905,20.58989699430905,3.3808687399902353e-94,2.0869619750711154e-91,up,protein_coding,m6A,17,5+ m6A
Txnl4a,863.3768475679547,2.336046056215857,0.11392412100716137,20.505280493399734,1.93152813310393e-93,1.1511907673299423e-90,up,protein_coding,m6A,4,2-4 m6A
Grin1,342.7305880660234,4.969741636448825,0.24529606380441776,20.26017686289233,2.889230150173789e-91,1.6645817971867923e-88,up,protein_coding,non-m6A,0,0 m6A
Cd81,3129.5331373418053,-1.5720496186514907,0.07763005301635821,-20.250528726551664,3.514476282447227e-91,1.959490582768318e-88,down,protein_coding,non-m6A,0,0 m6A
Ltbp4,939.2745948647507,-2.636120498595249,0.13027703977648175,-20.234728261542326,4.8428832312132323e-91,2.6157623052590473e-88,down,protein_coding,m6A,2,2-4 m6A
Klf2,3821.1316258144966,1.4919272899987646,0.07410052135128475,20.133829867755683,3.730197282579317e-90,1.9537190858212398e-87,up,protein_coding,m6A,10,5+ m6A
Ube2o,2768.9846230703747,1.6973657826252404,0.08532253900132299,19.893521717619322,4.6306093213365983e-88,2.3539838679406402e-85,up,protein_coding,m6A,11,5+ m6A
Wtap,3321.7332433156766,1.5447063551264946,0.07775701123515201,19.865814420965954,8.043683361379246e-88,3.9722006633736824e-85,up,protein_coding,m6A,15,5+ m6A
Lmo7,1315.3778415733723,-2.004461596699678,0.10125252808072996,-19.796657275574344,3.1811521728182527e-87,1.5273065043052965e-84,down,protein_coding,m6A,4,2-4 m6A
Pof1b,280.06479674220213,4.188823983660202,0.21230950879508248,19.729799232417726,1.1964453758206506e-86,5.589016723157872e-84,up,protein_coding,non-m6A,0,0 m6A
Fscn1,2301.6623315267348,1.691711941031783,0.08630908461607636,19.600624297626673,1.5273855974928486e-85,6.947192807122736e-83,up,protein_coding,m6A,2,2-4 m6A
Gm28438,844.4960454334986,-6.490423146600081,0.33446036326847667,-19.405657170174496,6.91289595445235e-84,3.063653684019344e-81,down,unprocessed_pseudogene,non-m6A,0,0 m6A
Peg3,1882.6622840515006,1.7247420216381921,0.08919795185917623,19.33611686915387,2.6682742782240523e-83,1.152961315620613e-80,up,protein_coding,m6A,13,5+ m6A
Bex1,1458.4649157540327,-2.01295877659814,0.10441283461319287,-19.27884425372929,8.086309727709179e-83,3.4088726178957424e-80,down,protein_coding,non-m6A,0,0 m6A
Ppfibp1,1851.8979777278937,1.5365829273578588,0.08052441590790066,19.082198983167004,3.5500389956285864e-81,1.4609255714391546e-78,up,protein_coding,m6A,1,1 m6A
Llgl2,1775.6959448697762,-1.5757757019028051,0.08292373410813565,-19.00271036815509,1.6196068288758922e-80,6.510066146579284e-78,down,protein_coding,m6A,1,1 m6A
Rbm26,5925.537477667273,-1.489321012799283,0.07915637708903955,-18.814921394444454,5.699292454475297e-79,2.2387856996170688e-76,down,protein_coding,m6A,12,5+ m6A
Slc25a4,2737.969440464767,1.5041815717761045,0.08033426762842523,18.724034166010988,3.153389631493772e-78,1.2111819197941856e-75,up,protein_coding,m6A,2,2-4 m6A
Gm42047,859.0481834606741,-2.5543236820727624,0.13655974940436735,-18.70480645441981,4.523721820475824e-78,1.6997393031544382e-75,down,lncRNA,non-m6A,0,0 m6A
Sema4d,1348.1051125672602,1.8397316896722835,0.09841368946898776,18.693859559568914,5.554546678010591e-78,2.0426549953773417e-75,up,protein_coding,m6A,7,5+ m6A
Dmgdh,853.1089850996685,-2.7821508261803167,0.14895778284284503,-18.677445200131437,7.554952542559539e-78,2.7204124946999806e-75,down,protein_coding,m6A,2,2-4 m6A
Pros1,684.5531351531808,-2.6312009347735903,0.1413230927548035,-18.618336773443964,2.2819206040583278e-77,8.049125657253906e-75,down,protein_coding,m6A,4,2-4 m6A
Dnah8,1136.9276659643638,-2.62626896915826,0.1420368029566503,-18.49005972036556,2.4827934355564768e-76,8.58252034803163e-74,down,protein_coding,m6A,1,1 m6A
Tug1,1558.5820729075563,-2.1051875762634102,0.11452212789765008,-18.382365180507684,1.818635039742975e-75,6.163389809199525e-73,down,lncRNA,m6A,38,5+ m6A
Klhdc7a,494.46407453211543,-3.011833142976091,0.1643223550830819,-18.328809500407285,4.87457449080196e-75,1.6202335672888667e-72,down,protein_coding,m6A,7,5+ m6A
Upp1,1981.5111890073738,-1.4764993815638838,0.08071198273142623,-18.293434649933214,9.334400416315346e-75,3.0440712602942345e-72,down,protein_coding,non-m6A,0,0 m6A
Ythdf2,2832.2021217160213,1.5569438626323548,0.08543182053634434,18.224402252671194,3.3046704980607503e-74,1.0455418217660575e-71,up,protein_coding,m6A,17,5+ m6A
Laptm5,1652.7258091317337,-1.8748464912581313,0.10287769434098476,-18.22403294774486,3.327053934108607e-74,1.0455418217660575e-71,down,protein_coding,non-m6A,0,0 m6A
Mrps2,4097.5224116628015,1.2659577110840712,0.06971600501226419,18.15878162928826,1.0942629175271778e-73,3.377364333310668e-71,up,protein_coding,m6A,9,5+ m6A
Dusp9,962.3674619873559,-2.212808026163908,0.12226064577037632,-18.099103045144147,3.238993964543889e-73,9.821538891785364e-71,down,protein_coding,m6A,1,1 m6A
Sptbn2,626.3891369703855,2.8629318184705546,0.15821947691836583,18.09468640796796,3.5093568309700053e-73,1.0457883356290616e-70,up,protein_coding,non-m6A,0,0 m6A
Cbs,556.0001917983243,-2.9877635400024176,0.16559945538042667,-18.042109698602076,9.100251117385326e-73,2.665910852760813e-70,down,protein_coding,m6A,4,2-4 m6A
Abcc5,2019.661886691506,-1.5554935654120245,0.08673073482632257,-17.93474445393418,6.315336542468395e-72,1.819237946667062e-69,down,protein_coding,m6A,5,5+ m6A
Pop1,1395.1688352959802,1.7484624867673364,0.0976400852154048,17.907219999962464,1.035814075951749e-71,2.934919752254104e-69,up,protein_coding,m6A,6,5+ m6A
Aldh2,3853.0418126674926,-1.378606071006431,0.07714805920202304,-17.86961441760132,2.0339532318472024e-71,5.670136719233394e-69,down,protein_coding,non-m6A,0,0 m6A
Pdzrn4,288.375902389339,3.783750716576256,0.2134556513727363,17.726167905337253,2.633862265164578e-70,7.204072552643535e-68,up,protein_coding,m6A,1,1 m6A
Arl14epl,737.4058329905658,-2.328641395812302,0.13137274364116563,-17.725453022225093,2.6675575293287796e-70,7.204072552643535e-68,down,protein_coding,non-m6A,0,0 m6A
Lama3,828.5259673620193,-2.6259933174300083,0.1482902821510796,-17.708465310994693,3.607758558881863e-70,9.593307527956017e-68,down,protein_coding,non-m6A,0,0 m6A
Lrrc15,244.87377886355657,4.013322976392846,0.22760571429534687,17.63278654412454,1.3799517250904125e-69,3.6138008509791957e-67,up,protein_coding,m6A,2,2-4 m6A
Ywhah,4386.789643286515,1.1957608854311454,0.06850680762628512,17.454628625438218,3.1743538015784945e-68,8.188885239773537e-66,up,protein_coding,m6A,4,2-4 m6A
Lama1,778.8123489185556,-2.272202548749559,0.1305689648042214,-17.402317251703423,7.923186749982417e-68,2.0138876439220016e-65,down,protein_coding,non-m6A,0,0 m6A
Sh3bp4,1364.3327856572994,1.6035184749128675,0.0923072730483027,17.37152904596993,1.3556483252609953e-67,3.3958008193929047e-65,up,protein_coding,m6A,25,5+ m6A
Tasor2,1234.3836340879727,1.8253536178340524,0.10508744253726665,17.36985479674925,1.3957870241317198e-67,3.4463975607275206e-65,up,protein_coding,m6A,16,5+ m6A
Zic3,1168.3901228628713,-2.161961922801498,0.12470239429316966,-17.336972036950822,2.4743285423491214e-67,6.02342176422003e-65,down,protein_coding,m6A,4,2-4 m6A
Uty,225.88065761453944,6.010676839474494,0.3509881404227768,17.125014059547524,9.6586127305316e-66,2.3186036449237245e-63,up,protein_coding,non-m6A,0,0 m6A
Rragd,993.3312316993974,1.7054328911763046,0.09976180189544251,17.09504899444098,1.6156020843411964e-65,3.8252145788703066e-63,up,protein_coding,m6A,2,2-4 m6A
Eif2b5,5738.3913844405215,-1.2998400740761342,0.07614701869116393,-17.07013743174908,2.4761631870969672e-65,5.783514125105944e-63,down,protein_coding,non-m6A,0,0 m6A
Bmerb1,359.1920239883794,-3.71755690246865,0.2213346100108855,-16.79609394249646,2.606539377121769e-63,6.006856879223021e-61,down,protein_coding,non-m6A,0,0 m6A
Ktn1,3505.4058594097796,-1.5005113285933214,0.08940570742296391,-16.783171587633053,3.240570263244312e-63,7.369739003936143e-61,down,protein_coding,m6A,3,2-4 m6A
Pnma5,494.56079336351434,-2.9592357392458233,0.17809036071282175,-16.616484617141722,5.294767614040517e-62,1.1885034213126791e-59,down,protein_coding,m6A,3,2-4 m6A
Hs6st1,3992.431506064342,1.2696566752006349,0.07648596236777608,16.599865333400675,6.98474582967144e-62,1.5477480374364252e-59,up,protein_coding,m6A,25,5+ m6A
Nlrp4f,786.4671485830455,-1.9671340397750838,0.1193769867735586,-16.47833550620993,5.251075018890328e-61,1.14885545096836e-58,down,protein_coding,m6A,4,2-4 m6A
Klf12,258.9927227163986,-4.248360908506438,0.25809801338414806,-16.460261947786712,7.079343068485259e-61,1.5294920699462403e-58,down,protein_coding,m6A,2,2-4 m6A
Pdpn,785.1320706051051,2.1485962147940105,0.1307936447397189,16.427374732692446,1.2181981767501217e-60,2.5994243564134695e-58,up,protein_coding,m6A,6,5+ m6A
Tfap2c,925.048981447586,1.9229269816034924,0.11779920824920323,16.32376830186801,6.687686227081293e-60,1.4096337652301593e-57,up,protein_coding,m6A,7,5+ m6A
Cdx1,634.0639307306953,-2.4526933026053643,0.1502930489367248,-16.319406119959535,7.183099578002042e-60,1.495815579592618e-57,down,protein_coding,m6A,4,2-4 m6A
Pygb,2963.6766454219464,1.2241673523297676,0.07508105640805536,16.304610122646437,9.152103859202623e-60,1.883154322648311e-57,up,protein_coding,m6A,9,5+ m6A
Gldc,1514.865647302765,1.6571164227713995,0.10197859605409301,16.249649307707738,2.2464575491013557e-59,4.567973209255039e-57,up,protein_coding,m6A,1,1 m6A
Hebp1,563.1435504112302,-2.702278868457919,0.1676365950792945,-16.119862534667345,1.850203678479972e-58,3.718479113819516e-56,down,protein_coding,m6A,3,2-4 m6A
Bcam,1507.5498278131402,-1.9063729351583603,0.11834574133741833,-16.108504738865552,2.2233539452168035e-58,4.417063171164049e-56,down,protein_coding,non-m6A,0,0 m6A
Gpt2,1767.9530544896895,1.5743750694572511,0.09780337478336813,16.097349124653928,2.662704694741337e-58,5.229794084535144e-56,up,protein_coding,m6A,4,2-4 m6A
Trps1,1564.3597449540755,1.6025622299813345,0.09960364793919353,16.089392940303487,3.0279168233661812e-58,5.880282514051806e-56,up,protein_coding,m6A,11,5+ m6A
Mycbp2,3858.788032057291,-1.2544038955874453,0.07808470498147596,-16.064655631151165,4.51364115358543e-58,8.668197077618953e-56,down,protein_coding,m6A,16,5+ m6A
Dis3,3376.8579110222513,-1.366217156796489,0.08511092884588833,-16.052194181434906,5.517834791139858e-58,1.0480247970336406e-55,down,protein_coding,m6A,4,2-4 m6A
Psrc1,1912.4757687064675,-1.4379225482455897,0.08962443018268819,-16.043868232295196,6.309872614028255e-58,1.1854330245746126e-55,down,protein_coding,m6A,6,5+ m6A
Slit2,717.6814469461768,2.3022964703295288,0.1435252744912853,16.04105254973278,6.60257774741803e-58,1.2270855245846582e-55,up,protein_coding,m6A,10,5+ m6A
Adam23,397.67214719881787,-3.4339488054758256,0.21413842191047866,-16.03611708183504,7.148649361525516e-58,1.3144388889851811e-55,down,protein_coding,m6A,2,2-4 m6A
Tor1aip2,3950.2964326807637,1.2578134119452904,0.07860437625104959,16.00182422322186,1.240852989939322e-57,2.2575687450643413e-55,up,protein_coding,m6A,24,5+ m6A
Cyp2s1,413.2811507269377,2.895452839960664,0.1826724837445161,15.85051443221309,1.3943475355256747e-56,2.5104065420860168e-54,up,protein_coding,m6A,2,2-4 m6A
mt-Rnr2,84195.37121952735,0.9377482745579387,0.05936849037049248,15.795386891360495,3.3473322467976052e-56,5.964462943675238e-54,up,Mt_rRNA,non-m6A,0,0 m6A
Atp6v1a,3445.836013828444,-1.1474969791561718,0.07266470712990013,-15.791668672177154,3.55061581751863e-56,6.262126917346123e-54,down,protein_coding,m6A,1,1 m6A
Adnp2,1483.3061310020014,1.4345182605919504,0.09098810492650623,15.765997783453706,5.33234890190861e-56,9.309527113190749e-54,up,protein_coding,m6A,21,5+ m6A
Tsc22d1,3670.16629401038,-1.1490455912880309,0.07314358033486361,-15.709452367897592,1.3029976456324944e-55,2.2521011307112036e-53,down,protein_coding,m6A,27,5+ m6A
Zfp951,353.3153369747016,3.032451912315358,0.1931616752619317,15.699035060672792,1.5356004738810614e-55,2.627853325798046e-53,up,protein_coding,non-m6A,0,0 m6A
Mid1,271.24739904372905,-4.868092895561018,0.31051998802598696,-15.677228788098544,2.1649561055871756e-55,3.6685393459773275e-53,down,protein_coding,m6A,4,2-4 m6A
B230354K17Rik,682.630179835616,-1.947740381196953,0.12471390571539227,-15.617668054129119,5.518739847811936e-55,9.260766944619563e-53,down,lncRNA,m6A,20,5+ m6A
Glipr2,338.25117851264207,2.764610150432318,0.1770788095748282,15.612314974729241,6.0019108641837845e-55,9.974714170822358e-53,up,protein_coding,m6A,4,2-4 m6A
Tbc1d13,2011.7152198396948,-1.2066271870009322,0.07744266620283487,-15.580909673752457,9.814801204032488e-55,1.6156097524809287e-52,down,protein_coding,m6A,3,2-4 m6A
C78283,374.90183017694466,-3.813946623063906,0.24535817264020757,-15.544404256126674,1.736296674269574e-54,2.831146388497671e-52,down,lncRNA,m6A,13,5+ m6A
Map1a,909.367674295334,1.7419414273373275,0.11215669935436132,15.531318569153225,2.1295558393864338e-54,3.439929264294871e-52,up,protein_coding,m6A,13,5+ m6A
Csrp2,2667.6638871732216,-1.4846436178576359,0.09574457547065184,-15.506294853359261,3.1451167018979536e-54,5.0333515810744655e-52,down,protein_coding,non-m6A,0,0 m6A
Tbx3,4277.037073065415,-1.0317891797564709,0.06731586019678273,-15.327579217442485,5.002862970566235e-53,7.932980145253836e-51,down,protein_coding,m6A,18,5+ m6A
Jup,1650.6682953043091,-1.2980907839674785,0.08475835657203526,-15.315195297165117,6.052980004844704e-53,9.510882400339624e-51,down,protein_coding,m6A,2,2-4 m6A
Bex4,733.7018510896639,-1.9108146332369897,0.12494227753146764,-15.293579331109415,8.438211875464886e-53,1.3139284149147305e-50,down,protein_coding,non-m6A,0,0 m6A
Tacc1,1650.9831750407513,-1.3879127678605445,0.09084869172133493,-15.27719047532092,1.0851937067900453e-52,1.674686431085638e-50,down,protein_coding,m6A,6,5+ m6A
Ninl,1486.6817717417434,1.7916046244184793,0.11745984725921091,15.252911239231892,1.5745341027878923e-52,2.4083404807598167e-50,up,protein_coding,m6A,11,5+ m6A
Slc15a1,439.67364473875955,-2.837591933111195,0.18612592055483276,-15.24554948957386,1.762439860980303e-52,2.672106189226628e-50,down,protein_coding,m6A,1,1 m6A
Palm3,609.9846901509048,-2.601543550276853,0.1709478523570506,-15.218345913133401,2.672016602719805e-52,4.015924779252966e-50,down,protein_coding,m6A,1,1 m6A
Eps8,588.6122337258867,-2.080493872758931,0.13706355822340696,-15.179044668954434,4.8682036912409844e-52,7.253623499949067e-50,down,protein_coding,m6A,1,1 m6A
Notch2,1406.1833380486728,1.550663270882026,0.10224306171474797,15.166440097502987,5.899069374252428e-52,8.714488467058031e-50,up,protein_coding,m6A,11,5+ m6A
Fads2,1696.7013655779108,1.4607929980492789,0.09640557072028245,15.152578706138476,7.285113923729283e-52,1.067083975065567e-49,up,protein_coding,non-m6A,0,0 m6A
Tcea3,618.4776500605237,-2.251667357879267,0.14862152323221844,-15.150345043638648,7.536986960955069e-52,1.0946998540600624e-49,down,protein_coding,non-m6A,0,0 m6A
Podxl,391.9451389534331,3.23489076266474,0.21450725915352908,15.080565456991991,2.173990708831801e-51,3.131271284287404e-49,up,protein_coding,m6A,5,5+ m6A
Mycn,1360.8992923611697,1.5709468041078372,0.10431351139641075,15.059859294142127,2.9741935442694745e-51,4.248426547037488e-49,up,protein_coding,m6A,13,5+ m6A
Ubxn2a,3083.4954576224804,-1.2242655190761256,0.08131223627615627,-15.056350374108762,3.1362932980375726e-51,4.4432535543673285e-49,down,protein_coding,m6A,3,2-4 m6A
Zfp280b,1373.7181591312346,1.4290799715578497,0.09503307403963593,15.037711722992524,4.1567186276623775e-51,5.841034533375329e-49,up,protein_coding,m6A,27,5+ m6A
Rrm2b,549.77156548431185,2.069211939895487,0.13766532069064788,15.030742161602767,4.618026756018993e-51,6.436933423470345e-49,up,protein_coding,non-m6A,0,0 m6A
Zswim1,976.3619172596507,1.5093901650693773,0.10056578570467974,15.008982970628143,6.412336350962316e-51,8.866465719202613e-49,up,protein_coding,m6A,11,5+ m6A
Phf11d,1898.9162163384271,-1.3168069188149412,0.08801210760275471,-14.961656466157914,1.3073106260706178e-50,1.7932981635717903e-48,down,protein_coding,non-m6A,0,0 m6A
Ptk7,1801.274759907638,-1.3230488337431987,0.08854467601574775,-14.942161327778683,1.7519930878324766e-50,2.3843660259918525e-48,down,protein_coding,m6A,4,2-4 m6A
Slc6a8,2302.697033089932,-1.1773640840841553,0.07901479321694944,-14.900552619956729,3.2686480563010865e-50,4.413696328524061e-48,down,protein_coding,m6A,6,5+ m6A
Atp10a,166.94447073191685,5.251552828675891,0.3534131705985399,14.859527786646634,6.034906189607073e-50,8.085838649702997e-48,up,protein_coding,m6A,4,2-4 m6A
Pibf1,849.256434150067,-1.8131824750040864,0.12202794786716027,-14.858747579512837,6.105594957550685e-50,8.117623326638926e-48,down,protein_coding,non-m6A,0,0 m6A
Acp6,1312.4457865779932,-1.410943291197729,0.09509798268836876,-14.836732087381057,8.478685709079838e-50,1.1186687312651598e-47,down,protein_coding,m6A,1,1 m6A
Pck2,1113.608802292724,1.4831205094729638,0.1000287278221501,14.826945636156992,9.809589999515005e-50,1.2844617693304344e-47,up,protein_coding,m6A,14,5+ m6A
Deptor,1412.2223044301927,-1.4305330144948836,0.09672409761143015,-14.789830557445631,1.7038218538084197e-49,2.2141997685131375e-47,down,protein_coding,non-m6A,0,0 m6A
Dynlt1b,602.1603474444195,-2.154313316365037,0.14639461839783177,-14.71579583964368,5.104219266085292e-49,6.583681029478969e-47,down,protein_coding,non-m6A,0,0 m6A
Hspb1,701.3301206082637,-2.3440826743075256,0.1601212127094092,-14.63942618622061,1.5739091171694688e-48,2.0150700134190442e-46,down,protein_coding,non-m6A,0,0 m6A
Cln5,1067.0403368319344,-1.5595179330651965,0.10656046033226431,-14.635052515750127,1.678460405181348e-48,2.133125709055472e-46,down,protein_coding,m6A,18,5+ m6A
Zkscan17,1011.8330908341871,1.5513386353047909,0.10607815983661141,14.624486677505201,1.960438838868647e-48,2.473301086934722e-46,up,protein_coding,m6A,9,5+ m6A
Serpinf1,157.101468615858,5.104781566035726,0.3494884409886765,14.606438918536714,2.5552964278910358e-48,3.2004161927296135e-46,up,protein_coding,non-m6A,0,0 m6A
Pnrc1,827.9954273495352,-1.7293632700940431,0.11843090129199156,-14.602297637086249,2.7153748250446168e-48,3.3764416169835365e-46,down,protein_coding,m6A,15,5+ m6A
Rian,1305.5795592770644,-1.9197625138536525,0.13159386215063323,-14.588541459905883,3.3222458998442267e-48,4.101549866636258e-46,down,lncRNA,m6A,10,5+ m6A
Qars,4685.566071670301,-1.1360146440350873,0.07792005140255213,-14.579233760591169,3.807663794539071e-48,4.667493689703072e-46,down,protein_coding,m6A,1,1 m6A
Pfn1,2186.1903308868455,-1.1817434064808985,0.08118040129835807,-14.557003754363063,5.271827504607038e-48,6.416779337297749e-46,down,protein_coding,non-m6A,0,0 m6A
Nid2,4946.205627101073,-0.8622140135791041,0.05928088033252983,-14.544554816706597,6.324092055406728e-48,7.643748747248244e-46,down,protein_coding,m6A,15,5+ m6A
Slc30a2,316.34056483556367,-2.867677024277356,0.19803871944915227,-14.480385614761818,1.6119033015780359e-47,1.934731712810748e-45,down,protein_coding,non-m6A,0,0 m6A
Lratd2,236.2714117860405,2.9473221720379428,0.20370517018843515,14.468568320144039,1.9141499303405575e-47,2.2816667169659445e-45,up,protein_coding,m6A,3,2-4 m6A
Pla2g1b,199.13412585503403,-4.756975500463383,0.3292113444597266,-14.449609895036039,2.5210969520046015e-47,2.9845643642772284e-45,down,protein_coding,non-m6A,0,0 m6A
Tspan13,584.8717057817541,-2.2632368130228833,0.15671196803741883,-14.44201640351093,2.814850064633696e-47,3.3096509195325713e-45,down,protein_coding,non-m6A,0,0 m6A
Hexb,1580.650822141246,-1.4463280549320467,0.1002599342375184,-14.425783000272649,3.562043642859034e-47,4.15988934616051e-45,down,protein_coding,non-m6A,0,0 m6A
Apoe,10418.302449640167,-0.9076089082347856,0.0629739525671213,-14.41244945308782,4.3210932109545746e-47,5.012468124707307e-45,down,protein_coding,m6A,4,2-4 m6A
Plcb4,828.9033548851924,-1.8387255154077145,0.1276900853270447,-14.399908267727293,5.181224073140294e-47,5.970151792010457e-45,down,protein_coding,m6A,2,2-4 m6A
mt-Nd3,210.91697436385567,5.914508814846147,0.4112164939418021,14.382956184834367,6.620513317868444e-47,7.578076303711138e-45,up,protein_coding,non-m6A,0,0 m6A
Eda2r,701.9784526425806,-1.8672452561275215,0.1302552926666509,-14.335273583900902,1.317264220006912e-46,1.4978680775394387e-44,down,protein_coding,m6A,5,5+ m6A
Pask,960.593371687511,1.5820471288720572,0.11061345475906131,14.302483656423885,2.1113766689013437e-46,2.38516564348306e-44,up,protein_coding,m6A,10,5+ m6A
Lclat1,372.4080871666157,2.3118179414018614,0.16193418213641628,14.27628133172244,3.07581953236786e-46,3.452108103730266e-44,up,protein_coding,m6A,2,2-4 m6A
Chst3,263.8651533945322,-3.472866906990515,0.24390577465315805,-14.238559591010278,5.280424267476202e-46,5.888184067036044e-44,down,protein_coding,m6A,1,1 m6A
Nup62,6497.336071066806,1.1811101131482977,0.08298406536050472,14.232974824952755,5.71959731535779e-46,6.337020512733593e-44,up,protein_coding,m6A,24,5+ m6A
Chchd4,1073.0459638022487,1.37430578858392,0.09657618719096632,14.23027589468216,5.9446781045111095e-46,6.544446901807007e-44,up,protein_coding,m6A,4,2-4 m6A
Nkx1-2,194.07033968941423,-4.501279635168975,0.3175758373641855,-14.173873152720544,1.329602792881585e-45,1.4544844729218554e-43,down,protein_coding,non-m6A,0,0 m6A
Acsl6,249.65803160798944,-3.3074164250085953,0.23387919342571187,-14.141559052618955,2.1056712779987752e-45,2.288957381693763e-43,down,protein_coding,non-m6A,0,0 m6A
Pcsk6,1518.333234778076,-1.2717410511024747,0.08995056167731036,-14.138222456739433,2.2079115778375948e-45,2.385096481959062e-43,down,protein_coding,m6A,13,5+ m6A
Peg10,623.3461114610126,-1.9118821803235144,0.13564341573221828,-14.094913269493851,4.081489875560393e-45,4.381644162061232e-43,down,protein_coding,m6A,12,5+ m6A
